"","baseMean","lgFC_LcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Rbm17",378.867595841704,-0.613330058948032,0.0944142635909081,-6.49615890248912,8.23966277604202e-11,9.72534480781329e-10
"Rusc2",12.860187076899,3.3604411521846,0.517480331656563,6.4938528995433,8.36684471707122e-11,9.86820804221969e-10
"Csrnp1",443.940033321751,-0.848039652095535,0.130598210511199,-6.49350131809664,8.38640321370877e-11,9.88401916544517e-10
"Tnp2",8.0791877160834,-7.15769713533837,1.10282794968662,-6.49031169129534,8.56589707324547e-11,1.00881649988721e-09
"Kif2c",55.4186327648464,1.65605182299492,0.255272515287959,6.48738788477411,8.733728471941e-11,1.02782867526198e-09
"Prex1",360.376877157902,0.708377297509397,0.109226927719937,6.48537235548464,8.85129095073648e-11,1.04013999877565e-09
"Zcchc18",39.6893360942693,-1.86148741823973,0.287026681276303,-6.48541595492925,8.84873157050461e-11,1.04013999877565e-09
"Hat1",44.694286743295,-1.95454951317391,0.301511214252877,-6.48251017136177,9.02090007797641e-11,1.05929633664191e-09
"Sulf2",21.4669618988663,-4.11628761753996,0.635105523560248,-6.48126565561113,9.09563581272648e-11,1.06729213802511e-09
"Bcl9l",165.197491368213,1.3490209221779,0.20825847974684,6.47762782009058,9.31758336922917e-11,1.0925376587102e-09
