"","baseMean","lgFC_Treatment_6H_vs_Treatment_48H_Wash","lfcSE","stat","pvalue","padj"
"Vav2",57.0640885296514,-1.96276069401464,0.341444304732528,-5.74840659753331,9.00883888330122e-09,1.03657999361154e-07
"Rhog",864.709548173801,0.624361243317228,0.108617415948293,5.74826088308394,9.01660443667366e-09,1.03660895673625e-07
"Dgkz",216.72199387419,-1.18853728613642,0.206852231483084,-5.74582772259635,9.14724036748596e-09,1.05075210749239e-07
"Slc28a2",44.5412192985136,3.00805223173353,0.523677917108859,5.74408836702624,9.24175188759435e-09,1.05984379917915e-07
"St3gal3",134.371623040029,1.67890484360598,0.29228314301157,5.74410424873365,9.24088464282269e-09,1.05984379917915e-07
"Tnfsf9",94.717891780434,2.19584811901615,0.38269359772751,5.73787524028468,9.58716948884435e-09,1.09854310853901e-07
"Pop5",102.961588462514,-1.14843058763995,0.200355328615389,-5.73196927467067,9.92712580981633e-09,1.13655292674047e-07
"Snx2",525.073844838893,1.25701156647068,0.219329448365525,5.73115728798897,9.97477164369452e-09,1.14106094192711e-07
"Rogdi",43.0793013983866,-1.73929926561384,0.303906527970341,-5.72313887835797,1.04573711800412e-08,1.19527665948508e-07
"Fzd5",38.3586362291896,2.11045761948928,0.369133438701592,5.71732982769783,1.08210953182489e-08,1.23582641565035e-07
"Arl6",19.3687178074908,-2.55532475780411,0.447135231406863,-5.71488126704767,1.0978064806574e-08,1.25271614616621e-07
"Nbdy",117.850298196842,-1.16512325063297,0.204014654792631,-5.71097822270292,1.12328620947599e-08,1.28073194594469e-07
"Slc17a5",128.081700645778,-1.64911443624067,0.288856861854801,-5.70910597605821,1.13571160920698e-08,1.29382967470021e-07
"St6galnac6",80.0004538230445,-1.56617163007491,0.274576576545775,-5.70395206239967,1.17061011318053e-08,1.3324865611748e-07
"Rnf11",143.040731008697,1.077336591375,0.188937278427362,5.70208590037031,1.18350157407219e-08,1.34605010023907e-07
"Nrgn",25.1237676815258,3.44927339130342,0.605376685979802,5.69773080329444,1.21412556036062e-08,1.37974268786945e-07
"Srxn1",1519.57557851695,1.88318556308289,0.330726874099794,5.6940808581363,1.24038294768077e-08,1.40842165812378e-07
"Plcb2",107.940846205872,-1.74497641444647,0.30662681789047,-5.69087996428868,1.26386335353931e-08,1.43390286393326e-07
"Lrrc75a",52.2304315201927,1.51553238409719,0.266322301117068,5.69059510878515,1.26597373646012e-08,1.43511698177517e-07
"Srgap2",126.900209388797,1.40382606192143,0.246744156284641,5.68939942918846,1.2748694676821e-08,1.44401471068492e-07
"Ccne1",43.2357260692639,1.47372148533343,0.259353872105037,5.6822806359975,1.32910332134845e-08,1.50420914038747e-07
"Gaa",365.126344439627,-0.812678069991718,0.143036951837661,-5.68159527696076,1.33444141233635e-08,1.50777671782083e-07
"Snu13",158.691409812726,1.19254499687361,0.209893228199948,5.68167447373561,1.33382350559161e-08,1.50777671782083e-07
"Raf1",469.284397387155,0.755107833629532,0.132998869066983,5.67755078615916,1.36636967021078e-08,1.54258886826743e-07
"Dda1",352.568578259039,0.826944121186838,0.145708861874813,5.6753179631402,1.38431283022825e-08,1.56156825885764e-07
"Gpx1",6683.49556653219,-0.69819459692449,0.123057469230896,-5.6737279036224,1.39723001871745e-08,1.57407374526539e-07
"Nt5c3",59.6881723831841,1.53182940264076,0.269995682169353,5.67353296294544,1.398821695923e-08,1.57407374526539e-07
"Zbtb38",59.8144516338857,-1.68011264685823,0.296130680564242,-5.67355143228311,1.39867081954819e-08,1.57407374526539e-07
"Tmem132e",4.47255192178945,7.14076344182275,1.25917317822715,5.67099392307306,1.41971434729864e-08,1.59628191811997e-07
"Tmbim6",3267.10489870387,0.990709389860007,0.174710530554273,5.6705762767531,1.42317988383063e-08,1.59887538088985e-07
"Fam53a",76.739741995832,-1.13125948059995,0.199555897226743,-5.6688852412844,1.43729590925809e-08,1.61342020863504e-07
"Ccl17",206.711049468942,5.37145392647846,0.947696647001065,5.66790432727196,1.44554638156426e-08,1.62136242927322e-07
"AI837181",158.868824710751,1.34711534484507,0.237843271340986,5.6638783062892,1.47989379546036e-08,1.65853897661829e-07
"D930048N14Rik",19.5274341776674,-4.11923010652833,0.728314603685114,-5.65583895432814,1.55086836118849e-08,1.73667044731789e-07
"Slamf9",67.8567399107526,1.62828843173372,0.287992174942794,5.65393289611832,1.56817454722684e-08,1.75462579509663e-07
"Dctpp1",66.4756593765212,-1.36319308928699,0.241216607541405,-5.65132352693834,1.59217094730096e-08,1.77912677104389e-07
"Myo7a",70.8792754680368,-1.66481594335762,0.294591382687549,-5.65127169766323,1.59265117587649e-08,1.77912677104389e-07
"Rabgef1",109.586015375757,1.10663929856104,0.195956330436374,5.64737712783592,1.6291419330241e-08,1.81841764627836e-07
"Hdac1",132.810648276475,1.07608216800059,0.190719748321734,5.64221679962212,1.67874523678237e-08,1.87226914200886e-07
"Gm55175",57.9399603481988,-3.2559427962224,0.577129698507183,-5.6416136695864,1.6846376383078e-08,1.87732317109001e-07
"Tecpr1",673.749888165093,-1.13708563946163,0.201566841962889,-5.64123358975371,1.68836121740946e-08,1.87995410455051e-07
"Tmco1",370.866818836903,-0.83258314519113,0.147700306782629,-5.63697641072909,1.73061808079697e-08,1.92545218086089e-07
"Tmem119",106.698374433838,-2.4816116653171,0.441095877137274,-5.62601419315644,1.84421178665673e-08,2.05018096766448e-07
"Mmp14",1408.44050948275,1.56492404410375,0.278245977624219,5.62424678144757,1.8631913549004e-08,2.06961255492801e-07
"Elmo2",207.361563745431,-0.861975092796172,0.153290574717389,-5.62314476532778,1.8751213425826e-08,2.08118857942635e-07
"Zmynd8",181.420589357996,-1.51314038002908,0.269124092738716,-5.62246346891784,1.88253385250573e-08,2.08773609559237e-07
"Iqsec1",110.865401334609,-1.60899060782462,0.286201465048462,-5.62188110236325,1.88889255285267e-08,2.09310535414903e-07
"Slc45a3",22.910593758613,1.87681787809998,0.334294103416162,5.61427156183945,1.97392008270427e-08,2.18556994068926e-07
"Ptprj",81.6108028400571,1.93590185067804,0.345313446653397,5.60621623466974,2.06797577872649e-08,2.28787440603935e-07
"Atp13a2",715.418660817146,-1.41028437357239,0.251596950998651,-5.60533173384899,2.07856469229808e-08,2.29774667427438e-07
"Sipa1",181.403592956952,-0.829876709539022,0.148080205554509,-5.60423796301079,2.09173171626141e-08,2.3104508212604e-07
"Nos2",3596.28545131331,5.20462480909006,0.929039313146547,5.60215777248716,2.11699725056519e-08,2.33648752550378e-07
"Mpp1",841.977826536703,1.00226588983401,0.178936439998869,5.60123969069878,2.12824206766446e-08,2.3470205887689e-07
"Tmem140",113.203619452559,1.43013029626026,0.255631703894725,5.5944950273039,2.21264810996246e-08,2.43815441893307e-07
"Mmp13",409.671895348855,2.35438491405288,0.421110191435932,5.59089986880803,2.25895827123193e-08,2.48719779009702e-07
"Idua",196.291076435639,-0.970533028138847,0.173645967588771,-5.58914809031021,2.28186294007269e-08,2.51041316756322e-07
"Siae",90.3903508575891,-1.0771135692181,0.192895397923834,-5.58392569657574,2.35149202426837e-08,2.5849548977535e-07
"Slco4a1",488.186485614834,-2.10226435850059,0.376523404346004,-5.58335639759788,2.35920586790121e-08,2.59136975744945e-07
"Dynlt2b",139.345300976313,-0.936927799457453,0.167817466386908,-5.58301718902928,2.36381372097225e-08,2.59436548086978e-07
"Lrrfip1",180.426565546921,-1.02614420143933,0.183948915495957,-5.57841941428508,2.42713870836004e-08,2.66174925441456e-07
"Myl12a",2439.43825794781,0.684395768341476,0.122856758970428,5.57068063716552,2.53746079249536e-08,2.78052494783685e-07
"Optn",61.3442644807877,1.59634556613039,0.286679889111889,5.56839048276369,2.57103143716118e-08,2.81507537357743e-07
"Rnf14",293.936929926581,1.1946981362263,0.214561644662409,5.56808808072869,2.57549633909619e-08,2.81772779493823e-07
