"","baseMean","lgFC_MoDC_Treatment_6H_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Zfp36l1",434.576802763544,-5.01438486797688,0.223300149289404,-22.4558061601566,1.12301412874107e-111,9.39135341661411e-109
"Plpp3",480.437234828967,5.81577446540919,0.260063370973619,22.3629127148366,9.04152466512146e-111,7.18303927020575e-108
"Mcoln2",207.421639287508,4.26474071701772,0.191365881521636,22.2857945371811,5.07484972233069e-110,3.83972796371963e-107
"Acod1",3399.09813182282,7.12750281933436,0.32001976313454,22.2720707918838,6.89406467638275e-110,4.97908152922934e-107
"Akr1a1",6926.65106110588,3.61988224165557,0.162887215312252,22.2232434553953,2.04736896272586e-109,1.41437588907614e-106
"Nrp2",1414.29213753853,4.73535206207023,0.213289695353429,22.2015041759217,3.32148280731125e-109,2.19896001355702e-106
"Ccl5",13361.9432783755,4.86061915263606,0.22111455247965,21.9823575523525,4.24818902773049e-107,2.69997901846439e-104
"Slc11a2",253.484796111687,3.4029202910661,0.156078367136264,21.8026389787586,2.19018592213124e-105,1.33845631218243e-102
"AA467197",844.50759611743,5.87065089921923,0.27034892718729,21.7150885720076,1.4775799318327e-104,8.69528427292212e-102
"Ctsk",368.080933031592,6.03202890175125,0.277982234659952,21.6993323660775,2.08163085034475e-104,1.18125116361171e-101
