from	to
Cdh4	Cdh4
Alcam	Cd6
Ptprc	Cd22
Cd40	Cd40lg
Cldn24	Cldn24
Ocln	Ocln
F11r	F11r
Jam2	Jam2
Jam3	Jam2
Jam2	Jam3
Jam3	Jam3
Esam	Esam
Cdh5	Cdh5
Jam3	Itgb2
Jam3	Itgam
Selp	Selplg
Icam2	Itgb2
Icam2	Itgal
F11r	Itgb2
F11r	Itgal
Icam2	Itgam
Jam2	Itgb1
Jam2	Itga4
Vcam1	Itgb7
Vcam1	Itga4
Madcam1	Itgb7
Madcam1	Itga4
Sell	Madcam1
Cd34	Sell
Sele	Glg1
Nectin3	Nectin1
L1cam	Ncam1
Cadm1	Cadm1
Negr1	Negr1
Cadm3	Cadm3
Ptprm	Ptprm
Cntn2	Cntn2
Cntn2	L1cam
Nfasc	Cntnap1
Nfasc	Cntn1
Cntn2	Cntnap2
Mpz	Mpz
Mag	Mag
Cldn11	Cldn11
Nectin2	Nectin3
Cdh3	Cdh3
Cdh15	Cdh15
Cd80	Cd274
Pvr	Tigit
Nectin2	Tigit
Cd274	Cd80
Nectin3	Tigit
F11r	Jam2
F11r	Jam3
Lrrc4c	Ntng1
Lrrc4	Ntng2
Lrrc4b	Ptprf
Ctsg	F2r
Cga	Fshr
Cga	Lhcgr
Cga	Tshr
Lep	Lepr
Prl	Prlr
Col1a1	Itgb1
Col1a1	Itga1
Lamc3	Itgb1
Lamc3	Itga1
Col1a1	Itga2
Lamc3	Itga2
Chad	Itga2
Chad	Itgb1
Lamc3	Itga3
Reln	Itga3
Reln	Itgb1
Comp	Itga3
Comp	Itgb1
Col1a1	Itga3
Fn1	Itga3
Fn1	Itgb1
Fn1	Itga4
Spp1	Itga4
Spp1	Itgb1
Fn1	Itga5
Lamc3	Itga6
Lamc3	Itga7
Fn1	Itga8
Vtn	Itgb1
Vtn	Itga8
Tnc	Itgb1
Tnc	Itga8
Tnc	Itga9
Spp1	Itga9
Col1a1	Itga9
Lamc3	Itga9
Col1a1	Itga10
Col1a1	Itga11
Fn1	Itgav
Spp1	Itgav
Vtn	Itgav
Fn1	Itgb7
Vtn	Itgb3
Fn1	Itgb3
Vwf	Itgav
Vwf	Itgb3
Spp1	Itgb3
Tnc	Itgav
Tnc	Itgb3
Ibsp	Itgav
Ibsp	Itgb3
Comp	Itgav
Comp	Itgb3
Vtn	Itga2b
Fn1	Itga2b
Vwf	Itga2b
Comp	Itga2b
Vtn	Itgb5
Ibsp	Itgb5
Spp1	Itgb5
Fn1	Itgb6
Tnc	Itgb6
Col1a1	Itgav
Col1a1	Itgb8
Fn1	Itgb8
Lamc3	Itgav
Lamc3	Itgb8
Vtn	Itgb8
Lamc3	Itgb4
Col1a1	Cd44
Fn1	Cd44
Lamc3	Cd44
Col1a1	Sdc1
Fn1	Sdc1
Comp	Sdc1
Tnc	Sdc1
Lamc3	Sv2c
Comp	Cd36
Vwf	Gp9
Vwf	Gp1bb
Vwf	Gp1ba
Vwf	Gp5
Col1a1	Gp6
Lamc3	Dag1
Agrn	Dag1
Hspg2	Dag1
Comp	Cd47
C3	C3ar1
Adm2	Calcr
Calcb	Calcr
Iapp	Calcr
Calca	Calcr
Adm	Mrgprb1
Adm	Gpr182
Adm	Calcr
Cort	Sstr1
Cort	Sstr4
Cort	Sstr5
Cort	Sstr3
Cort	Sstr2
Cort	Mrgprb1
Sst	Sstr1
Sst	Sstr4
Sst	Sstr5
Sst	Sstr3
Sst	Sstr2
Ccl17	Ccr4
Ccl22	Ccr4
Rspo1	Lgr4
Rspo1	Lgr6
Rspo1	Lgr5
Rspo4	Lgr4
Rspo4	Lgr6
Rspo4	Lgr5
Rspo3	Lgr4
Rspo3	Lgr6
Rspo3	Lgr5
Rspo2	Lgr4
Rspo2	Lgr6
Rspo2	Lgr5
Calm1	Cnga2
Calm1	Pde1c
Calm1	Pde1b
Calm1	Kcnh1
Calm1	Mylk
Calm1	Mylk2
Calm1	Pde1a
Calm2	Cnga2
Calm2	Pde1c
Calm2	Pde1b
Calm2	Kcnh1
Calm2	Mylk
Calm2	Mylk2
Calm2	Pde1a
Insl3	Rxfp2
Rln1	Rxfp1
Rln1	Rxfp2
Rln3	Rxfp3
Rln3	Rxfp4
Rln3	Rxfp1
Rln3	Rxfp2
Insl5	Rxfp3
Insl5	Rxfp4
Rarres2	Cmklr1
Rarres2	Gpr1
Qrfp	Qrfpr
Alox5ap	Alox5
Apln	Aplnr
Lhb	Lhcgr
Cga	Lhcgr
Cga	Tshr
Cga	Fshr
Tshb	Tshr
Fshb	Fshr
Anxa1	Fpr1
Anxa1	Fpr2
Hebp1	Fpr2
Camp	Fpr2
Saa1	Fpr2
App	Fpr2
Cxcl1	Cxcr2
Cxcl5	Cxcr2
Ppbp	Cxcr2
Cxcl2	Cxcr2
Yars	Cxcr1
Xcl1	Xcr1
Rps19	C5ar1
Hc	C5ar1
Hc	C5ar2
Ccl19	Cxcr3
Ccl19	Ccrl2
Ccl19	Ccr7
Ccl19	Ackr4
Ccl21a	Ccr7
Ccl21a	Ackr4
Ccl25	Ackr4
Ccl25	Ccr9
Ccl20	Cxcr3
Ccl20	Ccr6
Cxcl12	Cxcr3
Cxcl12	Ackr3
Cxcl12	Cxcr4
Cxcl11	Ccr3
Cxcl11	Cxcr3
Cxcl11	Ackr3
Cxcl9	Ccr3
Cxcl9	Cxcr3
Cxcl10	Ccr3
Cxcl10	Cxcr3
Ccl5	Gpr75
Ccl5	Ccr1
Ccl5	Ccr5
Ccl5	Ccr3
Ccl5	Cxcr3
Ccl8	Ccr8
Ccl8	Ccr1
Ccl8	Ccr5
Ccl8	Ccr2
Ccl8	Ccr3
Ccl2	Ccr1
Ccl2	Ccr5
Ccl2	Ccr2
Ccl2	Ccr3
Ccl2	Cxcr3
Ccl7	Ccr1
Ccl7	Ccr5
Ccl7	Ccr2
Ccl7	Ccr3
Ccl7	Cxcr3
Ccl11	Ccr5
Ccl11	Ccr2
Ccl11	Ccr3
Ccl11	Cxcr3
Ccl24	Ccr2
Ccl24	Ccr3
Ccl26	Ccr2
Ccl26	Ccr3
Ccl12	Ccr5
Ccl12	Ccr2
Ccl12	Ccr3
Ccl4	Ccr1
Ccl4	Ccr5
Ccl3	Ccr1
Ccl3	Ccr5
Ccl28	Ccr10
Ccl28	Ccr3
Gm13306	Ccr10
Ccl1	Ccr8
Csf3	Csf1r
Csf3	Csf3r
Csf1	Csf1r
Csf2	Csf2ra
Csf2	Csf1r
Angpt4	Tek
Angpt1	Tek
Cd70	Cd27
Cd40lg	Cd40
Eda	Eda2r
Eda	Edar
Edn2	Ednra
Edn1	Ednra
Edn3	Ednrb
Epo	Epor
Fasl	Fas
Flt3l	Flt3
Cxcl16	Cxcr6
Galp	Galr1
Galp	Galr3
Galp	Galr2
Gal	Galr1
Gal	Galr3
Gal	Galr2
Gast	Cckar
Gast	Cckbr
Cck	Cckar
Cck	Cckbr
Gcg	Gcgr
Gcg	Glp2r
Gcg	Glp1r
Ghrl	Ghsr
Gip	Gipr
Gnrh1	Gnrhr
Hcrt	Hcrtr1
Hcrt	Hcrtr2
Cx3cl1	Cx3cr1
Hgf	Met
Igf2	Igf1r
Igf1	Trpv2
Igf1	Igf1r
Il5	Il5ra
Ins2	Insr
Kiss1	Kiss1r
Kitl	Kit
Kng1	Bdkrb1
Kng1	Bdkrb2
Lep	Lepr
Cxcl13	Cxcr5
Mst1	Mst1r
Ndp	Fzd4
Nmb	Grpr
Nmb	Nmbr
Grp	Grpr
Grp	Nmbr
Nmu	Nmur1
Nmu	Nmur2
Nms	Nmur1
Nms	Nmur2
Nppc	Npr2
Nps	Npsr1
Npw	Npbwr1
Npb	Npbwr1
Ntf3	Ngfr
Ntf3	Ntrk3
Ngf	Ngfr
Ntf5	Ngfr
Bdnf	Ngfr
Nts	Ntsr1
Nts	Ntsr2
Copa	Ntsr2
Ostn	Npr3
Oxt	Avpr2
Oxt	Avpr1b
Oxt	Oxtr
Oxt	Avpr1a
Avp	Avpr2
Avp	Avpr1b
Avp	Oxtr
Avp	Avpr1a
Pmch	Mchr1
Pnoc	Oprl1
Arf1	Pld2
Nppb	Npr1
Nppa	Npr1
Gh	Prlr
Prl	Prlr
Prok2	Prokr1
Prok2	Prokr2
Prok1	Prokr1
Prok1	Prokr2
Pros1	Tyro3
Pros1	Axl
Gas6	Mertk
Gas6	Tyro3
Gas6	Axl
Psap	Gpr37
Psap	Gpr37l1
Pth2	Pth2r
Pth2	Pth1r
Pthlh	Prlhr
Pthlh	Pth2r
Pthlh	Pth1r
Prlh	Prlhr
Npy	Npy1r
Npy	Npy5r
Npy	Npy4r
Npy	Npy2r
Npy	Prlhr
Pyy	Npy1r
Pyy	Npy5r
Pyy	Npy4r
Pyy	Npy2r
Ppy	Npffr1
Ppy	Npffr2
Ppy	Npy1r
Ppy	Npy5r
Ppy	Npy4r
Npvf	Npffr1
Npvf	Npffr2
Npff	Mas1
Npff	Npffr1
Npff	Npffr2
Agt	Agtr1a
Agt	Agtr2
Agt	Mas1
Tac2	Tacr2
Tac2	Tacr3
Tac2	Tacr1
Tac4	Tacr2
Tac4	Tacr3
Tac4	Tacr1
Tac1	Tacr2
Tac1	Tacr3
Tac1	Tacr1
Thpo	Mpl
Tnfsf10	Tnfrsf10b
Tnfsf11	Tnfrsf11a
Tnfsf12	Tnfrsf12a
Tnfsf13b	Tnfrsf17
Tnfsf13b	Tnfrsf13c
Tnfsf13b	Tnfrsf13b
Tnfsf13	Tnfrsf17
Tnfsf14	Tnfrsf14
Tnfsf14	Ltbr
Btla	Tnfrsf14
Lta	Tnfrsf1a
Lta	Tnfrsf1b
Lta	Tnfrsf14
Tnf	Tnfrsf1a
Tnf	Tnfrsf1b
Tnfsf15	Tnfrsf25
Tnfsf18	Tnfrsf18
Tnfsf4	Tnfrsf4
Tnfsf8	Tnfrsf8
Tnfsf9	Tnfrsf9
Trh	Trhr
Nrg1	Erbb4
Nrg1	Erbb3
Nrg2	Erbb4
Nrg2	Erbb3
Nrg4	Erbb4
Nrg3	Erbb4
Btc	Egfr
Btc	Erbb4
Hbegf	Egfr
Hbegf	Erbb4
Ereg	Egfr
Ereg	Erbb4
Epgn	Egfr
Egf	Egfr
Tgfa	Egfr
Areg	Egfr
Crh	Crhr2
Crh	Crhr1
Crh	Mc2r
Ucn2	Crhr2
Ucn2	Crhr1
Ucn	Crhr2
Ucn	Crhr1
Ucn3	Crhr2
Penk	Oprd1
Penk	Oprm1
Penk	Oprk1
Penk	Mrgprb2
Pdyn	Oprd1
Pdyn	Oprm1
Pdyn	Oprk1
Pomc	Mc2r
Pomc	Mc1r
Pomc	Mc4r
Pomc	Mc5r
Pomc	Mc3r
Pomc	Oprd1
Pomc	Oprm1
Pomc	Oprk1
a	Mc1r
a	Mc4r
a	Mc5r
a	Mc3r
Agrp	Mc4r
Agrp	Mc5r
Agrp	Mc3r
Uts2b	Uts2r
Uts2	Uts2r
Vegfb	Flt1
Vegfa	Flt1
Vegfa	Kdr
Pdgfc	Kdr
Pdgfc	Flt4
Vegfc	Kdr
Vegfc	Flt4
Sct	Sctr
Sct	Adcyap1r1
Sct	Vipr2
Sct	Vipr1
Vip	Sctr
Vip	Adcyap1r1
Vip	Vipr2
Vip	Vipr1
Adcyap1	Adcyap1r1
Adcyap1	Vipr2
Adcyap1	Vipr1
Ghrh	Vipr1
Wnt4	Fzd6
Wnt5a	Fzd6
Wnt3a	Fzd6
A2m	Lrp1
Aanat	Mtnr1a
Aanat	Mtnr1b
Adam12	Itga9
Adam12	Itgb1
Adam12	Sdc4
Adam15	Itga5
Adam15	Itga9
Adam15	Itgb1
Adam15	Itgb3
Adam17	Itga5
Adam17	Itgb1
Adam23	Itga5
Adam23	Itgb3
Adam2	Itga6
Adam2	Itgb1
Adam9	Itga6
Adam9	Itgav
Adam9	Itgb1
Adam9	Itgb5
Adcyap1	Adcyap1r1
Adcyap1	Vipr1
Adcyap1	Vipr2
Adipoq	Adipor1
Adipoq	Adipor2
Adm2	Calcr
Adm2	Calcrl
Adm2	Ramp1
Adm	Calcr
Adm	Calcrl
Adm	Gpr182
Adm	Mrgprb1
Adm	Ramp2
Agrn	Musk
Agrp	Mc3r
Agrp	Mc4r
Agrp	Mc5r
Agt	Agtr1a
Agt	Agtr2
Agt	Lrp2
Agt	Mas1
Alox5ap	Alox5
Amh	Amhr2
Angpt1	Tek
Angpt1	Tie1
Angpt2	Tek
Angpt4	Tek
Angptl1	Tek
Anxa1	Fpr1
Anxa1	Fpr2
Apln	Aplnr
Apob	Ldlr
Apoe	Ldlr
Apoe	Lrp5
Apoe	Lrp8
Apoe	Sorl1
Apoe	Vldlr
App	Fpr2
Areg	Egfr
Arf1	Pld2
Artn	Gfra3
Artn	Ret
a	Atrn
a	Mc1r
a	Mgrn1
Avp	Avpr1a
Avp	Avpr1b
Avp	Avpr2
Avp	Oxtr
Bdnf	Ngfr
Bdnf	Ntrk2
Bmp10	Acvr1
Bmp10	Acvr2a
Bmp10	Acvr2b
Bmp10	Acvrl1
Bmp10	Bmpr1a
Bmp10	Bmpr1b
Bmp10	Bmpr2
Bmp15	Acvr1
Bmp15	Acvr2a
Bmp15	Acvr2b
Bmp15	Bmpr1a
Bmp15	Bmpr1b
Bmp15	Bmpr2
Bmp2	Acvr1
Bmp2	Acvr2a
Bmp2	Acvr2b
Bmp2	Bmpr1a
Bmp2	Bmpr1b
Bmp2	Bmpr2
Bmp3	Acvr1
Bmp3	Acvr2a
Bmp3	Acvr2b
Bmp3	Bmpr1a
Bmp3	Bmpr1b
Bmp3	Bmpr2
Bmp4	Acvr1
Bmp4	Acvr2a
Bmp4	Acvr2b
Bmp4	Bmpr1a
Bmp4	Bmpr1b
Bmp4	Bmpr2
Bmp5	Acvr1
Bmp5	Acvr2a
Bmp5	Acvr2b
Bmp5	Bmpr1a
Bmp5	Bmpr1b
Bmp5	Bmpr2
Bmp6	Acvr1
Bmp6	Acvr2a
Bmp6	Acvr2b
Bmp6	Bmpr1a
Bmp6	Bmpr1b
Bmp6	Bmpr2
Bmp7	Acvr1
Bmp7	Acvr2a
Bmp7	Acvr2b
Bmp7	Bmpr1a
Bmp7	Bmpr1b
Bmp7	Bmpr2
Btc	Egfr
Btc	Erbb3
Btc	Erbb4
Btla	Tnfrsf14
C3	C3ar1
C3	Itgax
C3	Itgb2
C3	Lrp1
Hc	C5ar1
Hc	C5ar2
Calca	Calcr
Calca	Calcrl
Calca	Ramp1
Calcb	Calcr
Calcb	Calcrl
Calcb	Ramp1
Calm1	Mylk
Calm1	Mylk2
Calm1	Pde1a
Calm1	Pde1b
Calm1	Pde1c
Calm2	Mylk
Calm2	Mylk2
Calm2	Pde1a
Calm2	Pde1b
Calm2	Pde1c
Calr	Scarf1
Camp	Fpr2
Cck	Cckar
Cck	Cckbr
Ccl11	Ackr2
Ccl11	Ccr2
Ccl11	Ccr3
Ccl11	Ccr5
Ccl11	Cxcr3
Ccl2	Ackr2
Ccl2	Ccr1
Ccl2	Ccr2
Ccl2	Ccr3
Ccl2	Ccr5
Ccl2	Cxcr3
Ccl17	Ccr4
Ccl17	Ccr8
Ccl19	Ackr4
Ccl19	Ccr7
Ccl19	Ccrl2
Ccl19	Cxcr3
Ccl1	Ccr8
Ccl20	Ccr6
Ccl20	Cxcr3
Ccl21a	Ackr4
Ccl21a	Ccr7
Ccl21a	Cxcr3
Ccl22	Ccr4
Ccl24	Ccr2
Ccl24	Ccr3
Ccl25	Ackr4
Ccl25	Ccr9
Ccl26	Ccr2
Ccl26	Ccr3
Gm13306	Ccr10
Ccl28	Ccr10
Ccl28	Ccr3
Ccl12	Ackr2
Ccl12	Ccr1
Ccl12	Ccr2
Ccl12	Ccr3
Ccl12	Ccr4
Ccl12	Ccr5
Ccl3	Ccr1
Ccl3	Ccr5
Ccl4	Ackr2
Ccl4	Ccr1
Ccl4	Ccr5
Ccl4	Ccr8
Ccl5	Ackr2
Ccl5	Ccr1
Ccl5	Ccr3
Ccl5	Ccr4
Ccl5	Ccr5
Ccl5	Cxcr3
Ccl5	Gpr75
Ccl7	Ackr2
Ccl7	Ccr1
Ccl7	Ccr2
Ccl7	Ccr3
Ccl7	Ccr5
Ccl7	Cxcr3
Ccl8	Ackr2
Ccl8	Ccr1
Ccl8	Ccr2
Ccl8	Ccr3
Ccl8	Ccr5
Cd24a	Selp
Cd34	Sell
Cd40lg	Cd40
Cd70	Cd27
Cdh1	Itgae
Cdh1	Itgb7
Cfh	Sell
Cga	Fshr
Cga	Lhcgr
Cga	Tshr
Chad	Itga2
Chad	Itgb1
Clcf1	Cntfr
Clcf1	Crlf1
Clcf1	Il6st
Clcf1	Lifr
Clec11a	Kit
Cntf	Cntfr
Cntf	Il6st
Cntf	Lifr
Col18a1	Gpc1
Col18a1	Itga5
Col18a1	Itgb1
Col1a1	Ddr1
Col1a1	Ddr2
Col1a1	Itga11
Col1a1	Itga2
Col1a1	Itgb1
Col2a1	Itga10
Col2a1	Itga2
Col2a1	Itgb1
Col4a1	Itga1
Col4a1	Itgb1
Col4a1	Itgb8
Col5a3	Sdc3
Cort	Ghsr
Cort	Mrgprb1
Cort	Sstr1
Cort	Sstr2
Cort	Sstr3
Cort	Sstr4
Cort	Sstr5
Crh	Crhr1
Crh	Crhr2
Crh	Mc2r
Csf1	Csf1r
Csf2	Csf1r
Csf2	Csf2ra
Csf2	Csf2rb
Csf2	Csf3r
Csf3	Csf1r
Csf3	Csf3r
Gh	Prlr
Ctf1	Il6st
Ctf1	Lifr
Ctgf	Itgam
Ctgf	Itgb2
Ctgf	Lrp6
Cx3cl1	Cx3cr1
Cxcl10	Ccr3
Cxcl10	Cxcr3
Cxcl11	Ackr3
Cxcl11	Ccr3
Cxcl11	Cxcr3
Cxcl12	Ackr3
Cxcl12	Cxcr3
Cxcl12	Cxcr4
Cxcl13	Cxcr5
Cxcl16	Cxcr6
Cxcl1	Cxcr1
Cxcl1	Cxcr2
Cxcl1	Xcr1
Cxcl2	Cxcr1
Cxcl2	Cxcr2
Cxcl5	Cxcr1
Cxcl5	Cxcr2
Cxcl9	Ccr3
Cxcl9	Cxcr3
Cyr61	Itga5
Cyr61	Itgam
Cyr61	Itgb2
Cyr61	Itgb3
Dhh	Hhip
Dhh	Ptch2
Dkk1	Kremen1
Dkk1	Kremen2
Dkk1	Lrp6
Dkk2	Lrp6
Dlk1	Notch1
Dlk1	Notch2
Dlk1	Notch3
Dlk1	Notch4
Dll1	Notch1
Dll1	Notch2
Dll1	Notch3
Dll1	Notch4
Dll3	Notch1
Dll3	Notch2
Dll3	Notch3
Dll3	Notch4
Dll4	Notch1
Dll4	Notch2
Dll4	Notch3
Dll4	Notch4
Dusp18	Cd151
Dusp18	Itga1
Dusp18	Itga2
Dusp18	Itga3
Dusp18	Itga6
Dusp18	Itga7
Dusp18	Itgb1
Dusp18	Itgb4
Dusp18	Rpsa
Eda	Eda2r
Eda	Edar
Edn1	Ednra
Edn2	Ednra
Edn3	Ednrb
Efna1	Epha1
Efna1	Epha2
Efna1	Epha3
Efna1	Epha4
Efna1	Epha5
Efna1	Epha6
Efna1	Epha7
Efna1	Epha8
Efna2	Epha1
Efna2	Epha2
Efna2	Epha3
Efna2	Epha4
Efna2	Epha5
Efna2	Epha6
Efna2	Epha7
Efna2	Epha8
Efna3	Epha1
Efna3	Epha2
Efna3	Epha3
Efna3	Epha4
Efna3	Epha5
Efna3	Epha6
Efna3	Epha7
Efna3	Epha8
Efna3	Ephb1
Efna4	Epha1
Efna4	Epha2
Efna4	Epha3
Efna4	Epha4
Efna4	Epha5
Efna4	Epha6
Efna4	Epha7
Efna4	Epha8
Efna5	Epha1
Efna5	Epha2
Efna5	Epha3
Efna5	Epha4
Efna5	Epha5
Efna5	Epha6
Efna5	Epha7
Efna5	Epha8
Efna5	Ephb2
Efnb1	Epha4
Efnb1	Ephb1
Efnb1	Ephb2
Efnb1	Ephb3
Efnb1	Ephb4
Efnb1	Ephb6
Efnb2	Epha4
Efnb2	Ephb1
Efnb2	Ephb2
Efnb2	Ephb3
Efnb2	Ephb4
Efnb2	Ephb6
Efnb3	Epha4
Efnb3	Ephb1
Efnb3	Ephb2
Efnb3	Ephb3
Efnb3	Ephb4
Efnb3	Ephb6
Egf	Egfr
Epgn	Egfr
Epo	Epor
Ereg	Egfr
Ereg	Erbb4
F2	F2r
F2	F2rl1
F2	F2rl2
F2	F2rl3
F7	F3
F8	Lrp1
F9	Lrp1
Fasl	Fas
Fga	Itgax
Fga	Itgb2
Fgf10	Fgfr1
Fgf10	Fgfr2
Fgf10	Fgfr3
Fgf10	Fgfr4
Fgf11	Fgfr1
Fgf11	Fgfr2
Fgf11	Fgfr3
Fgf11	Fgfr4
Fgf12	Fgfr1
Fgf12	Fgfr2
Fgf12	Fgfr3
Fgf12	Fgfr4
Fgf13	Fgfr1
Fgf13	Fgfr2
Fgf13	Fgfr3
Fgf13	Fgfr4
Fgf14	Fgfr1
Fgf14	Fgfr2
Fgf14	Fgfr3
Fgf14	Fgfr4
Fgf16	Fgfr1
Fgf16	Fgfr2
Fgf16	Fgfr3
Fgf16	Fgfr4
Fgf17	Fgfr1
Fgf17	Fgfr2
Fgf17	Fgfr3
Fgf17	Fgfr4
Fgf18	Fgfr1
Fgf18	Fgfr2
Fgf18	Fgfr3
Fgf18	Fgfr4
Fgf15	Fgfr1
Fgf15	Fgfr2
Fgf15	Fgfr3
Fgf15	Fgfr4
Fgf1	Fgfr1
Fgf1	Fgfr2
Fgf1	Fgfr3
Fgf1	Fgfr4
Fgf22	Fgfr2
Fgf23	Fgfr1
Fgf23	Fgfr2
Fgf23	Fgfr4
Fgf2	Fgfr1
Fgf2	Fgfr2
Fgf2	Fgfr3
Fgf2	Fgfr4
Fgf2	Sdc2
Fgf2	Sdc4
Fgf3	Fgfr1
Fgf3	Fgfr2
Fgf4	Fgfr1
Fgf4	Fgfr2
Fgf4	Fgfr3
Fgf4	Fgfr4
Fgf5	Fgfr1
Fgf5	Fgfr2
Fgf5	Fgfr3
Fgf5	Fgfr4
Fgf6	Fgfr1
Fgf6	Fgfr2
Fgf6	Fgfr4
Fgf7	Fgfr2
Fgf8	Fgfr1
Fgf8	Fgfr2
Fgf8	Fgfr3
Fgf8	Fgfr4
Fgf9	Fgfr1
Fgf9	Fgfr2
